traditional,simplified,pinyin,translation,level,numerical_pinyin,pinyin_check,exclude
挾持,挟持,xiéchí,to seize,7,xie2 chi2,xiéchí,False
攜帶,携带,xiédài,"bring, schlep, schlepp, take along, carry",7,xie2 dai4,xiédài,False
攜手,携手,xié shǒu,"hand in hand, to join hands, to collaborate",7,xie2 shou3,xiéshǒu,False
寫照,写照,xiězhào,portrayal,7,xie3 zhao4,xiězhào,False
泄,泄,xiè,"to leak (of water or gas), to drip, to drain, to discharge, to leak out, to divulge (secrets), to give vent (to anger, spite etc), to disperse, to reduce, variant of 泄[xie4]",7,xie4,xiè,False
泄露,泄露,xièlù,"to leak (information), to divulge, also pr. [xie4 lou4]",7,xie4 lu4,xièlù,False
泄密,泄密,xiè mì,to leak secrets,7,xie4 mi4,xièmì,False
泄氣,泄气,xièqì,"to leak (gas), to be discouraged, to despair, (disparaging) pathetic, to vent one's anger, (of a tire) to be flat",7,xie4 qi4,xièqì,False
泄漏,泄漏,xièlòu,"(of a liquid or gas) to leak, to divulge (a secret), to leak",7,xie4 lou4,xièlòu,False
瀉,泻,xiè,"to flow out swiftly, to flood, a torrent, diarrhea, laxative",7,xie4,xiè,False
心愛,心爱,xīnài,"love, treasure",7,xin1 ai4,xīnài,False
心安理得,心安理得,xīnān-lǐdé,"to have a clear conscience, to have no qualms about sth",7,xin1 an1 li3 de2,xīnānlǐdé,False
心病,心病,xīnbìng,"anxiety, sore point, secret worry, mental disorder, heart disease (medicine)",7,xin1 bing4,xīnbìng,False
心腸,心肠,xīncháng,"heart, intention, one's inclination, state of mind, to have the heart for sth, mood",7,xin1 chang2,xīncháng,False
卸,卸,xiè,"to unload, to unhitch, to remove or strip, to get rid of",7,xie4,xiè,False
心得,心得,xīndé,"what one has learned from work/study/etc., study, what one has learned from work, insight, acquaintanceship, what one has learned from study/etc., etc., what one has learned from work, study, etc.",7,xin1 de2,xīndé,False
心急如焚,心急如焚,xīnjí-rúfén,Anxious,7,xin1 ji2 ru2 fen2,xīnjírúfén,False
心慌,心慌,xīn huāng,"to be flustered, (dialect) irregular heart-beat",7,xin1 huang1,xīnhuāng,False
心裡話,心里话,xīnlihuà,"(to express one's) true feelings, what is on one's mind, secret mind",7,xin1 li hua4,xīnlihuà,False
心靈手巧,心灵手巧,xīnlíngshǒuqiǎo,"capable, clever, dexterous",7,xin1 ling2 shou3 qiao3,xīnlíngshǒuqiǎo,False
心目,心目,xīnmù,"mind, view",7,xin1 mu4,xīnmù,False
心聲,心声,xīnshēng,"heartfelt wish, aspiration, thinking",7,xin1 sheng1,xīnshēng,False
心思,心思,xīnsi,"thought, idea, thinking, state of mind, mood",7,xin1 si,xīnsi,False
心事,心事,xīnshi,"weight on one's mind, worry",7,xin1 shi4,xīnshì,True
心酸,心酸,xīn suān,to feel sad,7,xin1 suan1,xīnsuān,False
心胸,心胸,xīnxiōng,breadth of mind,7,xin1 xiong1,xīnxiōng,False
心想事成,心想事成,xīnxiǎng-shìchéng,"to have one's wishes come true, wish you the best!",7,xin1 xiang3 shi4 cheng2,xīnxiǎngshìchéng,False
心眼兒,心眼儿,xīnyǎnr5,"one's thoughts, mind, intention, willingness to accept new ideas, baseless suspicions",7,xin1 yan3 r,xīnyǎnr,True
心血,心血,xīnxuè,painstaking care/effort,7,xin1 xue4,xīnxuè,False
心意,心意,xīnyì,"regard, kindly feeling, intention, purpose",7,xin1 yi4,xīnyì,False
芯片,芯片,xīnpiàn,"computer chip, microchip",7,xin1 pian4,xīnpiàn,False
辛酸,辛酸,xīnsuān,"pungent (taste), bitter, fig. sad, miserable",7,xin1 suan1,xīnsuān,False
欣慰,欣慰,xīnwèi,"delighted, be gratified",7,xin1 wei4,xīnwèi,False
辛勤,辛勤,xīnqín,"hardworking, industrious",7,xin1 qin2,xīnqín,False
欣欣向榮,欣欣向荣,xīnxīn-xiàngróng,"luxuriant growth (idiom), flourishing, thriving",7,xin1 xin1 xiang4 rong2,xīnxīnxiàngróng,False
新潮,新潮,xīncháo,"modern, fashionable",7,xin1 chao2,xīncháo,False
欣喜,欣喜,xīnxǐ,happy,7,xin1 xi3,xīnxǐ,False
新陳代謝,新陈代谢,xīnchén-dàixiè,"metabolism (biology), the new replaces the old (idiom)",7,xin1 chen2 dai4 xie4,xīnchéndàixiè,False
新款,新款,xīnkuǎn,"new style, latest fashion, new model",7,xin1 kuan3,xīnkuǎn,False
新房,新房,xīnfáng,"brand new house, bridal chamber",7,xin1 fang2,xīnfáng,False
新奇,新奇,xīnqí,"novelty, new and odd",7,xin1 qi2,xīnqí,False
新生,新生,xīnshēng,new student,7,xin1 sheng1,xīnshēng,False
新手,新手,xīnshǒu,"new hand, novice, raw recruit",7,xin1 shou3,xīnshǒu,False
新穎,新颖,xīnyǐng,"new and original, novel",7,xin1 ying3,xīnyǐng,False
新式,新式,xīnshì,"new style, latest type",7,xin1 shi4,xīnshì,False
信貸,信贷,xìndài,"credit, borrowed money",7,xin4 dai4,xìndài,False
信件,信件,xìnjiàn,letter (sent by mail),7,xin4 jian4,xìnjiàn,False
信譽,信誉,xìnyù,"prestige, distinction, reputation, trust",7,xin4 yu4,xìnyù,False
信賴,信赖,xìnlài,"trust, count on, have faith in",7,xin4 lai4,xìnlài,False
興建,兴建,xīngjiàn,"build, construct",7,xing1 jian4,xīngjiàn,False
興奮劑,兴奋剂,xīngfènjì,"stimulant, doping (in athletics)",7,xing1 fen4 ji4,xīngfènjì,False
興起,兴起,xīngqǐ,"rise, spring up, be on the upgrade",7,xing1 qi3,xīngqǐ,False
猩猩,猩猩,xīngxing,orangutan,7,xing1 xing,xīngxing,False
星座,星座,xīngzuò,"constellation, astrological sign, CL:張|张[zhang1]",7,xing1 zuo4,xīngzuò,False
腥,腥,xīng,fishy (smell),7,xing1,xīng,False
刑法,刑法,xíngfa,criminal law,7,xing2 fa3,xíngfǎ,True
行使,行使,xíngshǐ,"exercise, perform",7,xing2 shi3,xíngshǐ,False
行政,行政,xíngzhèng,administration,7,xing2 zheng4,xíngzhèng,False
行走,行走,xíngzǒu,"mooch, tread, go, make, navigate, go on foot, walk",7,xing2 zou3,xíngzǒu,False
形形色色,形形色色,xíngxíng-sèsè,"all kinds of, all sorts of, every (different) kind of",7,xing2 xing2 se4 se4,xíngxíngsèsè,False
形影不離,形影不离,xíngyǐng-bùlí,inseparable (as form and shadow),7,xing2 ying3 bu4 li2,xíngyǐngbùlí,False
醒來,醒来,xǐnglái,"waken, awaken, rouse, wake up, wake",7,xing3 lai2,xǐnglái,False
醒悟,醒悟,xǐngwù,"to come to oneself, to come to realize, to come to see the truth, to wake up to reality",7,xing3 wu4,xǐngwù,False
興高采烈,兴高采烈,xìnggāo-cǎiliè,"happy and excited (idiom), in high spirits, in great delight",7,xing4 gao1 cai3 lie4,xìnggāocǎiliè,False
醒目,醒目,xǐngmù,"eye-grabbing (headline), striking (illustration)",7,xing3 mu4,xǐngmù,False
興致,兴致,xìngzhì,"mood, spirits, interest",7,xing4 zhi4,xìngzhì,False
幸存,幸存,xìngcún,survivor (of a disaster),7,xing4 cun2,xìngcún,False
幸好,幸好,xìnghǎo,"fortunately, luckily",7,xing4 hao3,xìnghǎo,False
幸虧,幸亏,xìngkuī,"fortunately, luckily",7,xing4 kui1,xìngkuī,False
幸免,幸免,xìngmiǎn,narrowly and luckily escape,7,xing4 mian3,xìngmiǎn,False
性價比,性价比,xìngjiàbǐ,quality-price ratio,7,xing4 jia4 bi3,xìngjiàbǐ,False
性情,性情,xìngqíng,"constitution, fibre, aptness, acerbity, fiber, affection, temper, disposition, individuality, blood, streak, temperament",7,xing4 qing2,xìngqíng,False
性命,性命,xìngmìng,life,7,xing4 ming4,xìngmìng,False
姓氏,姓氏,xìngshì,family name,7,xing4 shi4,xìngshì,False
凶殘,凶残,xiōngcán,savage,7,xiong1 can2,xiōngcán,False
凶惡,凶恶,xiōngè,"variant of 兇惡|凶恶, fierce, ferocious, fiendish, frightening",7,xiong1 e4,xiōngè,False
凶猛,凶猛,xiōngměng,"fierce, violent, ferocious",7,xiong1 meng3,xiōngměng,False
洶涌,汹涌,xiōngyǒng,"to surge up violently (of ocean, river, lake etc), turbulent",7,xiong1 yong3,xiōngyǒng,False
胸膛,胸膛,xiōngtáng,chest,7,xiong1 tang2,xiōngtáng,False
凶狠,凶狠,xiōnghěn,"cruel, vicious, fierce and malicious, vengeful",7,xiong1 hen3,xiōnghěn,False
胸有成竹,胸有成竹,xiōngyǒuchéngzhú,"to plan in advance (idiom), a card up one's sleeve, forewarned is forearmed",7,xiong1 you3 cheng2 zhu2,xiōngyǒuchéngzhú,False
雄厚,雄厚,xiónghòu,"robust, strong and solid",7,xiong2 hou4,xiónghòu,False
休克,休克,xiūkè,"shock (loanword), to go into shock",7,xiu1 ke4,xiūkè,False
休眠,休眠,xiūmián,"to be dormant (biology), inactive (volcano), to hibernate (computing)",7,xiu1 mian2,xiūmián,False
休想,休想,xiūxiǎng,"don't think (that), don't imagine (that)",7,xiu1 xiang3,xiūxiǎng,False
休養,休养,xiūyǎng,"to recuperate, to recover, to convalesce",7,xiu1 yang3,xiūyǎng,False
修補,修补,xiūbǔ,to mend,7,xiu1 bu3,xiūbǔ,False
修長,修长,xiūcháng,"slender, lanky, tall and thin",7,xiu1 chang2,xiūcháng,False
修正,修正,xiūzhèng,"revise, amend, correct",7,xiu1 zheng4,xiūzhèng,False
羞愧,羞愧,xiūkuì,ashamed,7,xiu1 kui4,xiūkuì,False
修訂,修订,xiūdìng,revise,7,xiu1 ding4,xiūdìng,False
秀麗,秀丽,xiùlì,"pretty, beautiful",7,xiu4 li4,xiùlì,False
修路,修路,xiūlù,to repair a road,7,xiu1 lu4,xiūlù,False
秀美,秀美,xiùměi,"elegant, graceful",7,xiu4 mei3,xiùměi,False
袖手旁觀,袖手旁观,xiùshǒu-pángguān,"to watch with folded arms (idiom), to look on without lifting a finger",7,xiu4 shou3 pang2 guan1,xiùshǒupángguān,False
鏽,锈,xiù,"to corrode, to rust",7,xiu4,xiù,False
嗅覺,嗅觉,xiùjué,sense of smell,7,xiu4 jue2,xiùjué,False
繡,绣,xiù,"to embroider, embroidery",7,xiu4,xiù,False
須,须,xū,"must, have to",7,xu1,xū,False
虛,虚,xū,"emptiness, void, abstract theory or guiding principles, empty or unoccupied, diffident or timid, false, humble or modest, (of health) weak, virtual, in vain",7,xu1,xū,False
虛構,虚构,xūgòu,"to make up, fabrication, fictional, imaginary",7,xu1 gou4,xūgòu,False
虛幻,虚幻,xūhuàn,"imaginary, illusory",7,xu1 huan4,xūhuàn,False
虛擬,虚拟,xūnǐ,"conjecture, fictitious, pseudo, suppositional, fantasy",7,xu1 ni3,xūnǐ,False
虛假,虚假,xūjiǎ,"false, phony, pretense",7,xu1 jia3,xūjiǎ,False
虛弱,虚弱,xūruò,"weak, in poor health",7,xu1 ruo4,xūruò,False
虛偽,虚伪,xūwěi,"false, hypocritical, artificial, sham",7,xu1 wei3,xūwěi,False
徐徐,徐徐,xúxú,"slowly, gently",7,xu2 xu2,xúxú,False
許,许,xǔ,det.: or so,7,xu3,xǔ,False
需,需,xū,need,7,xu1,xū,False
許可證,许可证,xǔkězhèng,"license, authorization, permit",7,xu3 ke3 zheng4,xǔkězhèng,False
旭日,旭日,xùrì,the rising sun,7,xu4 ri4,xùrì,False
序,序,xù,"order, sequence, preface",7,xu4,xù,False
序幕,序幕,xùmù,prologue,7,xu4 mu4,xùmù,False
敘述,叙述,xùshù,"narrate, recount, relate",7,xu4 shu4,xùshù,False
酗酒,酗酒,xùjiǔ,"heavy drinking, to get drunk, to drink to excess",7,xu4 jiu3,xùjiǔ,False
宣稱,宣称,xuānchēng,"predicate, enounce, vouch, avow, make_out, lay_down, uphold, assert, declaration, make out, swan, pronounce, aver, swear, assertion, proclaim, certify, give_out, profession, declare, affirm, put forward, profess",7,xuan1 cheng1,xuānchēng,False
續,续,xù,"to continue, to replenish",7,xu4,xù,False
絮叨,絮叨,xùdao,"long-winded, garrulous, to talk endlessly without getting to the point",7,xu4 dao,xùdao,False
宣讀,宣读,xuāndú,"to read out loud to an audience, a prepared speech (e.g. to a party conference)",7,xuan1 du2,xuāndú,False
宣告,宣告,xuāngào,"declare, proclaim",7,xuan1 gao4,xuāngào,False
宣誓,宣誓,xuān shì,"to swear an oath (of office), to make a vow",7,xuan1 shi4,xuānshì,False
宣言,宣言,xuānyán,"declaration, manifesto",7,xuan1 yan2,xuānyán,False
宣泄,宣泄,xuānxiè,"to drain (by leading off water), to unburden oneself, to divulge, to leak a secret",7,xuan1 xie4,xuānxiè,False
宣揚,宣扬,xuānyáng,"to proclaim, to make public or well known",7,xuan1 yang2,xuānyáng,False
喧嘩,喧哗,xuānhuá,"hubbub, clamor, to make a racket",7,xuan1 hua2,xuānhuá,False
喧鬧,喧闹,xuānnào,"to make a noise, noisy",7,xuan1 nao4,xuānnào,False
玄,玄,xuán,"black, mysterious",7,xuan2,xuán,False
玄機,玄机,xuánjī,"profound theory (in Daoism and Buddhism), mysterious principles",7,xuan2 ji1,xuánjī,False
懸掛,悬挂,xuánguà,"to suspend, to hang, (vehicle) suspension",7,xuan2 gua4,xuánguà,False
懸念,悬念,xuánniàn,"suspense in a movie, play etc, concern for sb's welfare",7,xuan2 nian4,xuánniàn,False
懸殊,悬殊,xuánshū,"widely different, large disparity",7,xuan2 shu1,xuánshū,False
懸崖,悬崖,xuányá,"precipice, overhanging cliff",7,xuan2 ya2,xuányá,False
旋律,旋律,xuánlǜ,"air, chant, canto, melodic line, rhythm, strain, melodic phrase, melodic, melody, line, aria, movement, cantus, tonal pattern, tune, descant, note",7,xuan2 lv4,xuánlǜ,False
選民,选民,xuǎnmín,"elector, voter, constituent, constituency, vote, electorate",7,xuan3 min2,xuǎnmín,False
選項,选项,xuǎnxiàng,"to make a choice (between several alternatives), a choice, an option, an alternative",7,xuan3 xiang4,xuǎnxiàng,False
旋渦,旋涡,xuánwō,"spiral, whirlpool, eddy, vortex",7,xuan2 wo1,xuánwō,False
選用,选用,xuǎnyòng,select and use/apply,7,xuan3 yong4,xuǎnyòng,False
炫耀,炫耀,xuànyào,"show_off, prank, flourish, boast, show off, strut, sport, splurge, swank, flaunt, make a display of, feature, brandish, flash",7,xuan4 yao4,xuànyào,False
削弱,削弱,xuēruò,"to weaken, to impair, to cripple",7,xue1 ruo4,xuēruò,False
靴子,靴子,xuēzi,boots,7,xue1 zi,xuēzi,False
穴位,穴位,xuéwèi,acupuncture point,7,xue2 wei4,xuéwèi,False
學歷,学历,xuélì,"education, record of formal schooling, antecedents",7,xue2 li4,xuélì,False
學士,学士,xuéshì,"bachelor's degree, person holding a university degree",7,xue2 shi4,xuéshì,False
學說,学说,xuéshuō,"theory, system, philosophy, school of thought, ism, doctrine, doctrinal, hypothesis",7,xue2 shuo1,xuéshuō,False
學堂,学堂,xuétáng,"college, school (old)",7,xue2 tang2,xuétáng,False
學藝,学艺,xuéyì,to learn a skill or art,7,xue2 yi4,xuéyì,False
學業,学业,xuéyè,"one's studies, schoolwork",7,xue2 ye4,xuéyè,False
學子,学子,xuézǐ,"student, disciple",7,xue2 zi3,xuézǐ,False
雪山,雪山,xuěshān,Snow mountain,7,xue3 shan1,xuěshān,False
雪上加霜,雪上加霜,xuěshàng-jiāshuāng,"to add hail to snow (idiom), one disaster on top of another, to make things worse in a bad situation",7,xue3 shang4 jia1 shuang1,xuěshàngjiāshuāng,False
血脈,血脉,xuèmài,blood vessels,7,xue4 mai4,xuèmài,False
血栓,血栓,xuèshuān,"blood clot, thrombosis",7,xue4 shuan1,xuèshuān,False
血壓,血压,xuèyā,blood pressure,7,xue4 ya1,xuèyā,False
血緣,血缘,xuèyuán,bloodline,7,xue4 yuan2,xuèyuán,False
勛章,勋章,xūnzhāng,"medal, decoration",7,xun1 zhang1,xūnzhāng,False
薰陶,熏陶,xūntáo,"to seep in, to influence, to nurture, influence, training",7,xun1 tao2,xūntáo,False
熏,熏,xūn,"fragrance, warm, to educate, variant of 熏[xun1], to smoke, to fumigate",7,xun1,xūn,False
尋,寻,xún,"try to find, look for, seek, search",7,xun2,xún,False
尋覓,寻觅,xúnmì,to look for,7,xun2 mi4,xúnmì,False
尋常,寻常,xúncháng,"usual, common, ordinary",7,xun2 chang2,xúncháng,False
巡邏,巡逻,xúnluó,patrol,7,xun2 luo2,xúnluó,False
循序漸進,循序渐进,xúnxù-jiànjìn,"in sequence, step by step (idiom), to make steady progress incrementally",7,xun2 xu4 jian4 jin4,xúnxùjiànjìn,False
馴,驯,xùn,"to attain gradually, to tame, Taiwan pr. [xun2]",7,xun4,xùn,False
遜色,逊色,xùnsè,"inferior (often in the combination 毫無遜色|毫无逊色, not in the least inferior)",7,xun4 se4,xùnsè,False
丫頭,丫头,yātou,"girl, servant girl, (used deprecatingly, but sometimes also as a term of endearment)",7,ya1 tou,yātou,False
訓,训,xùn,"to teach, to train, to admonish, instruction (from superiors), teachings, rule",7,xun4,xùn,False
壓倒,压倒,yā dǎo,"to overwhelm, to overpower, overwhelming",7,ya1 dao3,yādǎo,False
壓抑,压抑,yāyì,"constrain, inhibit",7,ya1 yi4,yāyì,False
壓縮,压缩,yāsuō,"reduce, pack together, compact, encapsulate, cut down, compressed, constrict, reduction, shrink, condensation, compress, condense, strangulate, compression",7,ya1 suo1,yāsuō,False
壓制,压制,yāzhì,"suppress, stifle, inhibit, press",7,ya1 zhi4,yāzhì,False
押,押,yā,"to mortgage, to pawn, to detain in custody, to escort and protect, (literary) to sign",7,ya1,yā,False
鴉雀無聲,鸦雀无声,yāquè-wúshēng,"lit. crow and peacock make no sound, absolute silence (idiom), not a single voice can be heard, absolute silence",7,ya1 que4 wu2 sheng1,yāquèwúshēng,False
牙齒,牙齿,yáchǐ,"ivory, grinder, snapper, chopper, masticator, dental, teeth, pearly, peg, dens, tooth",7,ya2 chi3,yáchǐ,False
牙膏,牙膏,yágāo,"toothpaste, CL:管[guan3]",7,ya2 gao1,yágāo,False
啞,哑,yǎ,"(onom.) sound of cawing, sound of infant learning to talk, variant of 呀[ya1], dumb, mute, hoarse, husky, unexploded (of artillery shell etc)",7,ya3,yǎ,False
咽喉,咽喉,yānhóu,throat,7,yan1 hou2,yānhóu,False
芽,芽,yá,"bud, sprout",7,ya2,yá,False
煙囪,烟囱,yāncōng,chimney,7,yan1 cong1,yāncōng,False
煙火,烟火,yānhuo,"smoke and fire, fireworks",7,yan1 huo3,yānhuǒ,True
淹,淹,yān,"to flood, to submerge, to drown, to irritate the skin (of liquids), to delay",7,yan1,yān,False
延,延,yán,"surname Yan, to prolong, to extend, to delay",7,yan2,yán,False
延緩,延缓,yánhuǎn,"to defer, to postpone, to put off, to retard, to slow sth down",7,yan2 huan3,yánhuǎn,False
延誤,延误,yánwù,"to delay, to be held up, to miss (an opportunity), delay, holdup",7,yan2 wu,yánwu,True
嚴謹,严谨,yánjǐn,"rigorous, strict, compact, well-knit",7,yan2 jin3,yánjǐn,False
嚴禁,严禁,yánjìn,to strictly prohibit,7,yan2 jin4,yánjìn,False
嚴峻,严峻,yánjùn,"grim, severe, rigorous",7,yan2 jun4,yánjùn,False
言辭,言辞,yáncí,"words, expression, what one says",7,yan2 ci2,yáncí,False
嚴密,严密,yánmì,"strict, tight (organization, surveillance etc)",7,yan2 mi4,yánmì,False
言論,言论,yánlùn,"lecture, open discussion, talking to, speech",7,yan2 lun4,yánlùn,False
言行,言行,yánxíng,words and deeds,7,yan2 xing2,yánxíng,False
岩石,岩石,yánshí,"muck, chimney, rock, petrous, stone",7,yan2 shi2,yánshí,False
炎癥,炎症,yánzhèng,inflammation,7,yan2 zheng4,yánzhèng,False
炎熱,炎热,yánrè,scorching/blazing hot,7,yan2 re4,yánrè,False
沿途,沿途,yántú,"on the way, throughout a journey",7,yan2 tu2,yántú,False
沿線,沿线,yánxiàn,"along the line (e.g. railway), the region near the line",7,yan2 xian4,yánxiàn,False
沿岸,沿岸,yánàn,"coast, banks, seacoast, bank",7,yan2 an4,yánàn,False
閻王,阎王,Yánwang,"same as 閻羅王|阎罗王, Yama, King of Hell, translation of Sanskrit: Yama Raja",7,yan2 wang2,yánwáng,True
研討,研讨,yántǎo,"deliberate, discuss",7,yan2 tao3,yántǎo,False
衍生,衍生,yǎnshēng,"derive, form",7,yan3 sheng1,yǎnshēng,False
掩蓋,掩盖,yǎngài,"to conceal, to hide behind, to cover up",7,yan3 gai4,yǎngài,False
掩護,掩护,yǎnhù,"to screen, to shield, to cover, protection, cover, CL:面[mian4]",7,yan3 hu4,yǎnhù,False
掩飾,掩饰,yǎnshì,"cover up, gloss over",7,yan3 shi4,yǎnshì,False
眼紅,眼红,yǎnhóng,"to covet, envious, jealous, green with envy, infuriated, furious",7,yan3 hong2,yǎnhóng,False
眼色,眼色,yǎnsè,"signal made with one's eyes, meaningful glance",7,yan3 se4,yǎnsè,False
眼界,眼界,yǎnjiè,"ken, scope",7,yan3 jie4,yǎnjiè,False
眼神,眼神,yǎnshén,"eye, expression in one's eyes, sight, eyesight",7,yan3 shen2,yǎnshén,False
眼下,眼下,yǎnxià,"now, at present, subocular (medicine)",7,yan3 xia4,yǎnxià,False
演變,演变,yǎnbiàn,transmute,7,yan3 bian4,yǎnbiàn,False
演播室,演播室,yǎnbōshì,broadcasting studio,7,yan3 bo1 shi4,yǎnbōshì,False
演練,演练,yǎnliàn,"drill, practice",7,yan3 lian4,yǎnliàn,False
演技,演技,yǎnjì,"acting, performing skills",7,yan3 ji4,yǎnjì,False
演示,演示,yǎnshì,"to demonstrate, to show, presentation, demonstration",7,yan3 shi4,yǎnshì,False
演說,演说,yǎnshuō,"speech, address",7,yan3 shuo1,yǎnshuō,False
演習,演习,yǎnxí,"maneuver, exercise, practice, to maneuver",7,yan3 xi2,yǎnxí,False
演戲,演戏,yǎn xì,"pretence, roleplay, playact, act, act in a play, playacting, put on a play, put on or act in a play, pretend, play act, play",7,yan3 xi4,yǎnxì,False
演藝圈,演艺圈,yǎnyìquān,show business,7,yan3 yi4 quan1,yǎnyìquān,False
演繹,演绎,yǎnyì,"(of a story etc) to unfold, to play out, to develop (a technique etc), to enact, (logic) to deduce, to infer",7,yan3 yi4,yǎnyì,False
厭煩,厌烦,yànfán,"bored, fed up with sth, sick of sth",7,yan4 fan2,yànfán,False
厭倦,厌倦,yànjuàn,"to be weary of, to be fed up with, tedious",7,yan4 juan4,yànjuàn,False
咽,咽,yàn,"narrow pass, throat, pharynx, to swallow, to choke (in crying)",7,yan1,yān,True
艷麗,艳丽,yànlì,"gorgeous, garish and beautiful",7,yan4 li4,yànlì,False
驗收,验收,yànshōu,"to inspect and accept, acceptance",7,yan4 shou1,yànshōu,False
驗,验,yàn,"to examine, to test, to check",7,yan4,yàn,False
驗證,验证,yànzhèng,test and verify,7,yan4 zheng4,yànzhèng,False
燕子,燕子,yànzi,"barn_swallow, swallow",7,yan4 zi,yànzi,False
焰火,焰火,yànhuǒ,fireworks,7,yan4 huo3,yànhuǒ,False
秧歌,秧歌,yāngge,"Yangge, a popular rural folk dance",7,yang1 ge,yāngge,False
陽性,阳性,yángxìng,"positive, masculine",7,yang2 xing4,yángxìng,False
揚,扬,yáng,"to raise, to hoist, the action of tossing or winnowing, scattering (in the wind), to flutter, to propagate, abbr. for 揚州|扬州[Yang2 zhou1], surname Yang, variant of 揚|扬[yang2]",7,yang2,yáng,False
楊樹,杨树,yángshù,"poplar tree, various trees of genus Populus",7,yang2 shu4,yángshù,False
洋溢,洋溢,yángyì,"reek, brim with, be permeated with, overflow",7,yang2 yi4,yángyì,False
養老金,养老金,yǎnglǎojīn,pension,7,yang3 lao3 jin1,yǎnglǎojīn,False
養老院,养老院,yǎnglǎoyuàn,nursing home,7,yang3 lao3 yuan4,yǎnglǎoyuàn,False
養活,养活,yǎnghuo,"to provide for, to keep (animals, a family etc), to raise animals, to feed and clothe, support, the necessities of life, to give birth",7,yang3 huo,yǎnghuo,False
養生,养生,yǎngshēng,"to maintain good health, to raise a child or animal, curing (of concrete etc)",7,yang3 sheng1,yǎngshēng,False
氧,氧,yǎng,oxygen (chemistry),7,yang3,yǎng,False
養殖,养殖,yǎngzhí,"to cultivate, cultivation, to further, to encourage",7,yang3 zhi2,yǎngzhí,False
癢,痒,yǎng,"to itch, to tickle",7,yang3,yǎng,False
樣本,样本,yàngběn,"sample, specimen",7,yang4 ben3,yàngběn,False
樣品,样品,yàngpǐn,"sample, specimen",7,yang4 pin3,yàngpǐn,False
妖怪,妖怪,yāoguài,"monster, devil",7,yao1 guai4,yāoguài,False
邀,邀,yāo,invite,7,yao1,yāo,False
謠言,谣言,yáoyán,rumor,7,yao2 yan2,yáoyán,False
窯,窑,yáo,"kiln, oven, coal pit, cave dwelling, (coll.) brothel, variant of 窯|窑[yao2]",7,yao2,yáo,False
搖擺,摇摆,yáobǎi,"to sway, to wobble, to waver",7,yao2 bai3,yáobǎi,False
搖滾,摇滚,yáogǔn,"rock 'n' roll (music), to rock, to fall off",7,yao2 gun3,yáogǔn,False
搖晃,摇晃,yáohuang,"to rock, to shake, to sway",7,yao2 huang4,yáohuàng,True
搖搖欲墜,摇摇欲坠,yáoyáo-yùzhuì,"tottering, on the verge of collapse",7,yao2 yao2 yu4 zhui4,yáoyáoyùzhuì,False
搖籃,摇篮,yáolán,cradle,7,yao2 lan2,yáolán,False
遙控,遥控,yáokòng,remote control,7,yao2 kong4,yáokòng,False
遙遠,遥远,yáoyuǎn,"distant, faraway, remote",7,yao2 yuan3,yáoyuǎn,False
藥材,药材,yàocái,drug ingredients,7,yao4 cai2,yàocái,False
藥方,药方,yàofāng,prescription,7,yao4 fang1,yàofāng,False
要不是,要不是,yàobushi,"if it were not for, but for",7,yao4 bu shi4,yàobushì,True
要不,要不,yàobù,"otherwise, or else, how about...?, either... (or...)",7,yao4 bu4,yào bù,False
要點,要点,yàodiǎn,"nub, head, essentials, highlight, core, effect, message, issue, detail, key strongpoint, kernel, hinge, upshot, best, capitulation, item, essential, point, salient point, substance, outline, main points, crux, essence, burden, knot, salience, pith, pivot, sum, marrow, gist",7,yao4 dian3,yàodiǎn,False
要害,要害,yàohài,"vital part, (fig.) key point, crucial",7,yao4 hai4,yàohài,False
要緊,要紧,yàojǐn,"important, urgent",7,yao4 jin3,yàojǐn,False
要領,要领,yàolǐng,"main aspects, essentials, gist",7,yao4 ling3,yàolǐng,False
要強,要强,yàoqiáng,"eager to excel, eager to get ahead in life, strong-minded",7,yao4 qiang2,yàoqiáng,False
鑰匙,钥匙,yàoshi,key,7,yao4 shi,yàoshi,False
要命,要命,yàomìng,"to cause sb's death, very, extremely, frightening, annoying",7,yao4 ming4,yàomìng,False
耀眼,耀眼,yàoyǎn,"to dazzle, dazzling",7,yao4 yan3,yàoyǎn,False
椰子,椰子,yēzi,coconut,7,ye1 zi,yēzi,False
也就是說,也就是说,yějiùshìshuō,i.e.,7,ye3 jiu4 shi4 shuo1,yějiùshìshuō,False
野炊,野炊,yěchuī,Picnic,7,ye3 chui1,yěchuī,False
野餐,野餐,yěcān,"picnic, to have a picnic",7,ye3 can1,yěcān,False
野蠻,野蛮,yěmán,"barbarous, uncivilized",7,ye3 man2,yěmán,False
野獸,野兽,yěshòu,"beast, wild animal",7,ye3 shou4,yěshòu,False
野外,野外,yěwài,"air, out-of-doors, open, outdoors, open air, open country, balefire, field",7,ye3 wai4,yěwài,False
野心,野心,yěxīn,"greed, careerism, ambition, ambitiousness, wild ambition",7,ye3 xin1,yěxīn,False
野營,野营,yěyíng,"to camp, field lodgings",7,ye3 ying2,yěyíng,False
業,业,yè,"surname Ye, line of business, industry, occupation, job, employment, school studies, enterprise, property, (Buddhism) karma, deed, to engage in, already",7,ye4,yè,False
夜班,夜班,yèbān,night shift,7,ye4 ban1,yèbān,False
